timestamp,interRequestTime(s),payloadsize(B),packetsize(B),deviceAppAddress_,car_sending,ueIP,speed,roadID,laneDensity,AppName,localPort_,idframe
1.229,0.01,2000,2000,10.0.1.88,car[1],10.0.1.88,2.14655,-4006683,1,test,4009,1
1.229,0.01,2000,2000,10.0.1.144,car[2],10.0.1.144,2.06723,4006683,1,test,4009,1
1.229,0.01,2000,2000,10.0.1.200,car[3],10.0.1.200,2.05137,-4006740,1,test,4009,1
1.229,0.01,2000,2000,10.0.2.0,car[4],10.0.2.0,2.03241,4900739#1,1,test,4009,1
1.229,0.01,2000,2000,10.0.2.56,car[5],10.0.2.56,1.98249,-29900565#0,1,test,4009,1
1.229,0.01,2000,2000,10.0.2.112,car[6],10.0.2.112,2.20259,4006702#2,1,test,4009,1
1.229,0.01,2000,2000,10.0.2.168,car[7],10.0.2.168,2.11871,25472299,1,test,4009,1
1.229,0.01,2000,2000,10.0.2.224,car[8],10.0.2.224,1.986,-5445204#2,1,test,4009,1
1.229,0.01,2000,2000,10.0.3.24,car[9],10.0.3.24,2.05049,4006691,1,test,4009,1
1.229,0.01,2000,2000,10.0.3.136,car[11],10.0.3.136,2.03206,37591481,1,test,4009,1
1.229,0.01,2000,2000,10.0.3.192,car[12],10.0.3.192,2.10951,4047378,1,test,4009,1
1.23,0.01,2000,2000,10.0.1.32,car[0],10.0.1.32,2.02077,30405358#0,1,test,4009,1
1.23,0.01,2000,2000,10.0.3.80,car[10],10.0.3.80,1.99744,4006705#1,1,test,4009,1
1.2315,0.01,2000,2000,10.0.3.248,car[13],10.0.3.248,1.95938,10425130,1,test,4009,1
1.2315,0.01,2000,2000,10.0.4.48,car[14],10.0.4.48,1.95328,-3998615#0,1,test,4009,1
1.2315,0.01,2000,2000,10.0.4.104,car[15],10.0.4.104,2.06703,-113939241,1,test,4009,1
1.2315,0.01,2000,2000,10.0.4.160,car[16],10.0.4.160,2.12032,30405358#1,1,test,4009,1
1.2315,0.01,2000,2000,10.0.4.216,car[17],10.0.4.216,2.12158,-3998615#1,1,test,4009,1
1.2315,0.01,2000,2000,10.0.5.16,car[18],10.0.5.16,2.05421,4006684,1,test,4009,1
1.239,0.01,2000,2000,10.0.1.88,car[1],10.0.1.88,2.14655,-4006683,1,test,4009,2
1.239,0.01,2000,2000,10.0.1.144,car[2],10.0.1.144,2.06723,4006683,1,test,4009,2
1.239,0.01,2000,2000,10.0.1.200,car[3],10.0.1.200,2.05137,-4006740,1,test,4009,2
1.239,0.01,2000,2000,10.0.2.0,car[4],10.0.2.0,2.03241,4900739#1,1,test,4009,2
1.239,0.01,2000,2000,10.0.2.56,car[5],10.0.2.56,1.98249,-29900565#0,1,test,4009,2
1.239,0.01,2000,2000,10.0.2.112,car[6],10.0.2.112,2.20259,4006702#2,1,test,4009,2
1.239,0.01,2000,2000,10.0.2.168,car[7],10.0.2.168,2.11871,25472299,1,test,4009,2
1.239,0.01,2000,2000,10.0.2.224,car[8],10.0.2.224,1.986,-5445204#2,1,test,4009,2
1.239,0.01,2000,2000,10.0.3.24,car[9],10.0.3.24,2.05049,4006691,1,test,4009,2
1.239,0.01,2000,2000,10.0.3.136,car[11],10.0.3.136,2.03206,37591481,1,test,4009,2
1.239,0.01,2000,2000,10.0.3.192,car[12],10.0.3.192,2.10951,4047378,1,test,4009,2
1.24,0.01,2000,2000,10.0.1.32,car[0],10.0.1.32,2.02077,30405358#0,1,test,4009,2
1.24,0.01,2000,2000,10.0.3.80,car[10],10.0.3.80,1.99744,4006705#1,1,test,4009,2
1.2415,0.01,2000,2000,10.0.3.248,car[13],10.0.3.248,1.95938,10425130,1,test,4009,2
1.2415,0.01,2000,2000,10.0.4.48,car[14],10.0.4.48,1.95328,-3998615#0,1,test,4009,2
1.2415,0.01,2000,2000,10.0.4.104,car[15],10.0.4.104,2.06703,-113939241,1,test,4009,2
1.2415,0.01,2000,2000,10.0.4.160,car[16],10.0.4.160,2.12032,30405358#1,1,test,4009,2
1.2415,0.01,2000,2000,10.0.4.216,car[17],10.0.4.216,2.12158,-3998615#1,1,test,4009,2
1.2415,0.01,2000,2000,10.0.5.16,car[18],10.0.5.16,2.05421,4006684,1,test,4009,2
1.249,0.01,2000,2000,10.0.1.88,car[1],10.0.1.88,2.14655,-4006683,1,test,4009,3
1.249,0.01,2000,2000,10.0.1.144,car[2],10.0.1.144,2.06723,4006683,1,test,4009,3
1.249,0.01,2000,2000,10.0.1.200,car[3],10.0.1.200,2.05137,-4006740,1,test,4009,3
1.249,0.01,2000,2000,10.0.2.0,car[4],10.0.2.0,2.03241,4900739#1,1,test,4009,3
1.249,0.01,2000,2000,10.0.2.56,car[5],10.0.2.56,1.98249,-29900565#0,1,test,4009,3
1.249,0.01,2000,2000,10.0.2.112,car[6],10.0.2.112,2.20259,4006702#2,1,test,4009,3
1.249,0.01,2000,2000,10.0.2.168,car[7],10.0.2.168,2.11871,25472299,1,test,4009,3
1.249,0.01,2000,2000,10.0.2.224,car[8],10.0.2.224,1.986,-5445204#2,1,test,4009,3
1.249,0.01,2000,2000,10.0.3.24,car[9],10.0.3.24,2.05049,4006691,1,test,4009,3
1.249,0.01,2000,2000,10.0.3.136,car[11],10.0.3.136,2.03206,37591481,1,test,4009,3
1.249,0.01,2000,2000,10.0.3.192,car[12],10.0.3.192,2.10951,4047378,1,test,4009,3
1.25,0.01,2000,2000,10.0.1.32,car[0],10.0.1.32,2.02077,30405358#0,1,test,4009,3
1.25,0.01,2000,2000,10.0.3.80,car[10],10.0.3.80,1.99744,4006705#1,1,test,4009,3
1.2515,0.01,2000,2000,10.0.3.248,car[13],10.0.3.248,1.95938,10425130,1,test,4009,3
1.2515,0.01,2000,2000,10.0.4.48,car[14],10.0.4.48,1.95328,-3998615#0,1,test,4009,3
1.2515,0.01,2000,2000,10.0.4.104,car[15],10.0.4.104,2.06703,-113939241,1,test,4009,3
1.2515,0.01,2000,2000,10.0.4.160,car[16],10.0.4.160,2.12032,30405358#1,1,test,4009,3
1.2515,0.01,2000,2000,10.0.4.216,car[17],10.0.4.216,2.12158,-3998615#1,1,test,4009,3
1.2515,0.01,2000,2000,10.0.5.16,car[18],10.0.5.16,2.05421,4006684,1,test,4009,3
1.259,0.01,2000,2000,10.0.1.88,car[1],10.0.1.88,2.14655,-4006683,1,test,4009,4
1.259,0.01,2000,2000,10.0.1.144,car[2],10.0.1.144,2.06723,4006683,1,test,4009,4
1.259,0.01,2000,2000,10.0.1.200,car[3],10.0.1.200,2.05137,-4006740,1,test,4009,4
1.259,0.01,2000,2000,10.0.2.0,car[4],10.0.2.0,2.03241,4900739#1,1,test,4009,4
1.259,0.01,2000,2000,10.0.2.56,car[5],10.0.2.56,1.98249,-29900565#0,1,test,4009,4
1.259,0.01,2000,2000,10.0.2.112,car[6],10.0.2.112,2.20259,4006702#2,1,test,4009,4
1.259,0.01,2000,2000,10.0.2.168,car[7],10.0.2.168,2.11871,25472299,1,test,4009,4
1.259,0.01,2000,2000,10.0.2.224,car[8],10.0.2.224,1.986,-5445204#2,1,test,4009,4
1.259,0.01,2000,2000,10.0.3.24,car[9],10.0.3.24,2.05049,4006691,1,test,4009,4
1.259,0.01,2000,2000,10.0.3.136,car[11],10.0.3.136,2.03206,37591481,1,test,4009,4
1.259,0.01,2000,2000,10.0.3.192,car[12],10.0.3.192,2.10951,4047378,1,test,4009,4
1.26,0.01,2000,2000,10.0.1.32,car[0],10.0.1.32,2.02077,30405358#0,1,test,4009,4
1.26,0.01,2000,2000,10.0.3.80,car[10],10.0.3.80,1.99744,4006705#1,1,test,4009,4
1.2615,0.01,2000,2000,10.0.3.248,car[13],10.0.3.248,1.95938,10425130,1,test,4009,4
1.2615,0.01,2000,2000,10.0.4.48,car[14],10.0.4.48,1.95328,-3998615#0,1,test,4009,4
1.2615,0.01,2000,2000,10.0.4.104,car[15],10.0.4.104,2.06703,-113939241,1,test,4009,4
1.2615,0.01,2000,2000,10.0.4.160,car[16],10.0.4.160,2.12032,30405358#1,1,test,4009,4
1.2615,0.01,2000,2000,10.0.4.216,car[17],10.0.4.216,2.12158,-3998615#1,1,test,4009,4
1.2615,0.01,2000,2000,10.0.5.16,car[18],10.0.5.16,2.05421,4006684,1,test,4009,4
1.269,0.01,2000,2000,10.0.1.88,car[1],10.0.1.88,2.14655,-4006683,1,test,4009,5
1.269,0.01,2000,2000,10.0.1.144,car[2],10.0.1.144,2.06723,4006683,1,test,4009,5
1.269,0.01,2000,2000,10.0.1.200,car[3],10.0.1.200,2.05137,-4006740,1,test,4009,5
1.269,0.01,2000,2000,10.0.2.0,car[4],10.0.2.0,2.03241,4900739#1,1,test,4009,5
1.269,0.01,2000,2000,10.0.2.56,car[5],10.0.2.56,1.98249,-29900565#0,1,test,4009,5
1.269,0.01,2000,2000,10.0.2.112,car[6],10.0.2.112,2.20259,4006702#2,1,test,4009,5
1.269,0.01,2000,2000,10.0.2.168,car[7],10.0.2.168,2.11871,25472299,1,test,4009,5
1.269,0.01,2000,2000,10.0.2.224,car[8],10.0.2.224,1.986,-5445204#2,1,test,4009,5
1.269,0.01,2000,2000,10.0.3.24,car[9],10.0.3.24,2.05049,4006691,1,test,4009,5
1.269,0.01,2000,2000,10.0.3.136,car[11],10.0.3.136,2.03206,37591481,1,test,4009,5
1.269,0.01,2000,2000,10.0.3.192,car[12],10.0.3.192,2.10951,4047378,1,test,4009,5
1.27,0.01,2000,2000,10.0.1.32,car[0],10.0.1.32,2.02077,30405358#0,1,test,4009,5
1.27,0.01,2000,2000,10.0.3.80,car[10],10.0.3.80,1.99744,4006705#1,1,test,4009,5
1.2715,0.01,2000,2000,10.0.3.248,car[13],10.0.3.248,1.95938,10425130,1,test,4009,5
1.2715,0.01,2000,2000,10.0.4.48,car[14],10.0.4.48,1.95328,-3998615#0,1,test,4009,5
1.2715,0.01,2000,2000,10.0.4.104,car[15],10.0.4.104,2.06703,-113939241,1,test,4009,5
1.2715,0.01,2000,2000,10.0.4.160,car[16],10.0.4.160,2.12032,30405358#1,1,test,4009,5
1.2715,0.01,2000,2000,10.0.4.216,car[17],10.0.4.216,2.12158,-3998615#1,1,test,4009,5
1.2715,0.01,2000,2000,10.0.5.16,car[18],10.0.5.16,2.05421,4006684,1,test,4009,5
1.279,0.01,2000,2000,10.0.1.88,car[1],10.0.1.88,2.14655,-4006683,1,test,4009,6
1.279,0.01,2000,2000,10.0.1.144,car[2],10.0.1.144,2.06723,4006683,1,test,4009,6
1.279,0.01,2000,2000,10.0.1.200,car[3],10.0.1.200,2.05137,-4006740,1,test,4009,6
1.279,0.01,2000,2000,10.0.2.0,car[4],10.0.2.0,2.03241,4900739#1,1,test,4009,6
1.279,0.01,2000,2000,10.0.2.56,car[5],10.0.2.56,1.98249,-29900565#0,1,test,4009,6
1.279,0.01,2000,2000,10.0.2.112,car[6],10.0.2.112,2.20259,4006702#2,1,test,4009,6
1.279,0.01,2000,2000,10.0.2.168,car[7],10.0.2.168,2.11871,25472299,1,test,4009,6
1.279,0.01,2000,2000,10.0.2.224,car[8],10.0.2.224,1.986,-5445204#2,1,test,4009,6
1.279,0.01,2000,2000,10.0.3.24,car[9],10.0.3.24,2.05049,4006691,1,test,4009,6
1.279,0.01,2000,2000,10.0.3.136,car[11],10.0.3.136,2.03206,37591481,1,test,4009,6
1.279,0.01,2000,2000,10.0.3.192,car[12],10.0.3.192,2.10951,4047378,1,test,4009,6
1.28,0.01,2000,2000,10.0.1.32,car[0],10.0.1.32,2.02077,30405358#0,1,test,4009,6
1.28,0.01,2000,2000,10.0.3.80,car[10],10.0.3.80,1.99744,4006705#1,1,test,4009,6
1.2815,0.01,2000,2000,10.0.3.248,car[13],10.0.3.248,1.95938,10425130,1,test,4009,6
1.2815,0.01,2000,2000,10.0.4.48,car[14],10.0.4.48,1.95328,-3998615#0,1,test,4009,6
1.2815,0.01,2000,2000,10.0.4.104,car[15],10.0.4.104,2.06703,-113939241,1,test,4009,6
1.2815,0.01,2000,2000,10.0.4.160,car[16],10.0.4.160,2.12032,30405358#1,1,test,4009,6
1.2815,0.01,2000,2000,10.0.4.216,car[17],10.0.4.216,2.12158,-3998615#1,1,test,4009,6
1.2815,0.01,2000,2000,10.0.5.16,car[18],10.0.5.16,2.05421,4006684,1,test,4009,6
1.289,0.01,2000,2000,10.0.1.88,car[1],10.0.1.88,2.14655,-4006683,1,test,4009,7
1.289,0.01,2000,2000,10.0.1.144,car[2],10.0.1.144,2.06723,4006683,1,test,4009,7
1.289,0.01,2000,2000,10.0.1.200,car[3],10.0.1.200,2.05137,-4006740,1,test,4009,7
1.289,0.01,2000,2000,10.0.2.0,car[4],10.0.2.0,2.03241,4900739#1,1,test,4009,7
1.289,0.01,2000,2000,10.0.2.56,car[5],10.0.2.56,1.98249,-29900565#0,1,test,4009,7
1.289,0.01,2000,2000,10.0.2.112,car[6],10.0.2.112,2.20259,4006702#2,1,test,4009,7
1.289,0.01,2000,2000,10.0.2.168,car[7],10.0.2.168,2.11871,25472299,1,test,4009,7
1.289,0.01,2000,2000,10.0.2.224,car[8],10.0.2.224,1.986,-5445204#2,1,test,4009,7
1.289,0.01,2000,2000,10.0.3.24,car[9],10.0.3.24,2.05049,4006691,1,test,4009,7
1.289,0.01,2000,2000,10.0.3.136,car[11],10.0.3.136,2.03206,37591481,1,test,4009,7
1.289,0.01,2000,2000,10.0.3.192,car[12],10.0.3.192,2.10951,4047378,1,test,4009,7
1.29,0.01,2000,2000,10.0.1.32,car[0],10.0.1.32,2.02077,30405358#0,1,test,4009,7
1.29,0.01,2000,2000,10.0.3.80,car[10],10.0.3.80,1.99744,4006705#1,1,test,4009,7
1.2915,0.01,2000,2000,10.0.3.248,car[13],10.0.3.248,1.95938,10425130,1,test,4009,7
1.2915,0.01,2000,2000,10.0.4.48,car[14],10.0.4.48,1.95328,-3998615#0,1,test,4009,7
1.2915,0.01,2000,2000,10.0.4.104,car[15],10.0.4.104,2.06703,-113939241,1,test,4009,7
1.2915,0.01,2000,2000,10.0.4.160,car[16],10.0.4.160,2.12032,30405358#1,1,test,4009,7
1.2915,0.01,2000,2000,10.0.4.216,car[17],10.0.4.216,2.12158,-3998615#1,1,test,4009,7
1.2915,0.01,2000,2000,10.0.5.16,car[18],10.0.5.16,2.05421,4006684,1,test,4009,7
1.299,0.01,2000,2000,10.0.1.88,car[1],10.0.1.88,2.14655,-4006683,1,test,4009,8
1.299,0.01,2000,2000,10.0.1.144,car[2],10.0.1.144,2.06723,4006683,1,test,4009,8
1.299,0.01,2000,2000,10.0.1.200,car[3],10.0.1.200,2.05137,-4006740,1,test,4009,8
1.299,0.01,2000,2000,10.0.2.0,car[4],10.0.2.0,2.03241,4900739#1,1,test,4009,8
1.299,0.01,2000,2000,10.0.2.56,car[5],10.0.2.56,1.98249,-29900565#0,1,test,4009,8
1.299,0.01,2000,2000,10.0.2.112,car[6],10.0.2.112,2.20259,4006702#2,1,test,4009,8
1.299,0.01,2000,2000,10.0.2.168,car[7],10.0.2.168,2.11871,25472299,1,test,4009,8
1.299,0.01,2000,2000,10.0.2.224,car[8],10.0.2.224,1.986,-5445204#2,1,test,4009,8
1.299,0.01,2000,2000,10.0.3.24,car[9],10.0.3.24,2.05049,4006691,1,test,4009,8
1.299,0.01,2000,2000,10.0.3.136,car[11],10.0.3.136,2.03206,37591481,1,test,4009,8
1.299,0.01,2000,2000,10.0.3.192,car[12],10.0.3.192,2.10951,4047378,1,test,4009,8
1.3,0.01,2000,2000,10.0.1.32,car[0],10.0.1.32,2.02077,30405358#0,1,test,4009,8
1.3,0.01,2000,2000,10.0.3.80,car[10],10.0.3.80,1.99744,4006705#1,1,test,4009,8
1.3015,0.01,2000,2000,10.0.3.248,car[13],10.0.3.248,1.95938,10425130,1,test,4009,8
1.3015,0.01,2000,2000,10.0.4.48,car[14],10.0.4.48,1.95328,-3998615#0,1,test,4009,8
1.3015,0.01,2000,2000,10.0.4.104,car[15],10.0.4.104,2.06703,-113939241,1,test,4009,8
1.3015,0.01,2000,2000,10.0.4.160,car[16],10.0.4.160,2.12032,30405358#1,1,test,4009,8
1.3015,0.01,2000,2000,10.0.4.216,car[17],10.0.4.216,2.12158,-3998615#1,1,test,4009,8
1.3015,0.01,2000,2000,10.0.5.16,car[18],10.0.5.16,2.05421,4006684,1,test,4009,8
1.309,0.01,2000,2000,10.0.1.88,car[1],10.0.1.88,2.14655,-4006683,1,test,4009,9
1.309,0.01,2000,2000,10.0.1.144,car[2],10.0.1.144,2.06723,4006683,1,test,4009,9
1.309,0.01,2000,2000,10.0.1.200,car[3],10.0.1.200,2.05137,-4006740,1,test,4009,9
1.309,0.01,2000,2000,10.0.2.0,car[4],10.0.2.0,2.03241,4900739#1,1,test,4009,9
1.309,0.01,2000,2000,10.0.2.56,car[5],10.0.2.56,1.98249,-29900565#0,1,test,4009,9
1.309,0.01,2000,2000,10.0.2.112,car[6],10.0.2.112,2.20259,4006702#2,1,test,4009,9
1.309,0.01,2000,2000,10.0.2.168,car[7],10.0.2.168,2.11871,25472299,1,test,4009,9
1.309,0.01,2000,2000,10.0.2.224,car[8],10.0.2.224,1.986,-5445204#2,1,test,4009,9
1.309,0.01,2000,2000,10.0.3.24,car[9],10.0.3.24,2.05049,4006691,1,test,4009,9
1.309,0.01,2000,2000,10.0.3.136,car[11],10.0.3.136,2.03206,37591481,1,test,4009,9
1.309,0.01,2000,2000,10.0.3.192,car[12],10.0.3.192,2.10951,4047378,1,test,4009,9
1.31,0.01,2000,2000,10.0.1.32,car[0],10.0.1.32,2.02077,30405358#0,1,test,4009,9
1.31,0.01,2000,2000,10.0.3.80,car[10],10.0.3.80,1.99744,4006705#1,1,test,4009,9
1.3115,0.01,2000,2000,10.0.3.248,car[13],10.0.3.248,1.95938,10425130,1,test,4009,9
1.3115,0.01,2000,2000,10.0.4.48,car[14],10.0.4.48,1.95328,-3998615#0,1,test,4009,9
1.3115,0.01,2000,2000,10.0.4.104,car[15],10.0.4.104,2.06703,-113939241,1,test,4009,9
1.3115,0.01,2000,2000,10.0.4.160,car[16],10.0.4.160,2.12032,30405358#1,1,test,4009,9
1.3115,0.01,2000,2000,10.0.4.216,car[17],10.0.4.216,2.12158,-3998615#1,1,test,4009,9
1.3115,0.01,2000,2000,10.0.5.16,car[18],10.0.5.16,2.05421,4006684,1,test,4009,9
1.319,0.01,2000,2000,10.0.1.88,car[1],10.0.1.88,2.14655,-4006683,1,test,4009,10
1.319,0.01,2000,2000,10.0.1.144,car[2],10.0.1.144,2.06723,4006683,1,test,4009,10
1.319,0.01,2000,2000,10.0.1.200,car[3],10.0.1.200,2.05137,-4006740,1,test,4009,10
1.319,0.01,2000,2000,10.0.2.0,car[4],10.0.2.0,2.03241,4900739#1,1,test,4009,10
1.319,0.01,2000,2000,10.0.2.56,car[5],10.0.2.56,1.98249,-29900565#0,1,test,4009,10
1.319,0.01,2000,2000,10.0.2.112,car[6],10.0.2.112,2.20259,4006702#2,1,test,4009,10
1.319,0.01,2000,2000,10.0.2.168,car[7],10.0.2.168,2.11871,25472299,1,test,4009,10
1.319,0.01,2000,2000,10.0.2.224,car[8],10.0.2.224,1.986,-5445204#2,1,test,4009,10
1.319,0.01,2000,2000,10.0.3.24,car[9],10.0.3.24,2.05049,4006691,1,test,4009,10
1.319,0.01,2000,2000,10.0.3.136,car[11],10.0.3.136,2.03206,37591481,1,test,4009,10
1.319,0.01,2000,2000,10.0.3.192,car[12],10.0.3.192,2.10951,4047378,1,test,4009,10
1.32,0.01,2000,2000,10.0.1.32,car[0],10.0.1.32,2.02077,30405358#0,1,test,4009,10
1.32,0.01,2000,2000,10.0.3.80,car[10],10.0.3.80,1.99744,4006705#1,1,test,4009,10
1.3215,0.01,2000,2000,10.0.3.248,car[13],10.0.3.248,1.95938,10425130,1,test,4009,10
1.3215,0.01,2000,2000,10.0.4.48,car[14],10.0.4.48,1.95328,-3998615#0,1,test,4009,10
1.3215,0.01,2000,2000,10.0.4.104,car[15],10.0.4.104,2.06703,-113939241,1,test,4009,10
1.3215,0.01,2000,2000,10.0.4.160,car[16],10.0.4.160,2.12032,30405358#1,1,test,4009,10
1.3215,0.01,2000,2000,10.0.4.216,car[17],10.0.4.216,2.12158,-3998615#1,1,test,4009,10
1.3215,0.01,2000,2000,10.0.5.16,car[18],10.0.5.16,2.05421,4006684,1,test,4009,10
1.329,0.01,2000,2000,10.0.1.88,car[1],10.0.1.88,2.14655,-4006683,1,test,4009,11
1.329,0.01,2000,2000,10.0.1.144,car[2],10.0.1.144,2.06723,4006683,1,test,4009,11
1.329,0.01,2000,2000,10.0.1.200,car[3],10.0.1.200,2.05137,-4006740,1,test,4009,11
1.329,0.01,2000,2000,10.0.2.0,car[4],10.0.2.0,2.03241,4900739#1,1,test,4009,11
1.329,0.01,2000,2000,10.0.2.56,car[5],10.0.2.56,1.98249,-29900565#0,1,test,4009,11
1.329,0.01,2000,2000,10.0.2.112,car[6],10.0.2.112,2.20259,4006702#2,1,test,4009,11
1.329,0.01,2000,2000,10.0.2.168,car[7],10.0.2.168,2.11871,25472299,1,test,4009,11
1.329,0.01,2000,2000,10.0.2.224,car[8],10.0.2.224,1.986,-5445204#2,1,test,4009,11
1.329,0.01,2000,2000,10.0.3.24,car[9],10.0.3.24,2.05049,4006691,1,test,4009,11
1.329,0.01,2000,2000,10.0.3.136,car[11],10.0.3.136,2.03206,37591481,1,test,4009,11
1.329,0.01,2000,2000,10.0.3.192,car[12],10.0.3.192,2.10951,4047378,1,test,4009,11
1.33,0.01,2000,2000,10.0.1.32,car[0],10.0.1.32,2.02077,30405358#0,1,test,4009,11
1.33,0.01,2000,2000,10.0.3.80,car[10],10.0.3.80,1.99744,4006705#1,1,test,4009,11
1.3315,0.01,2000,2000,10.0.3.248,car[13],10.0.3.248,1.95938,10425130,1,test,4009,11
1.3315,0.01,2000,2000,10.0.4.48,car[14],10.0.4.48,1.95328,-3998615#0,1,test,4009,11
1.3315,0.01,2000,2000,10.0.4.104,car[15],10.0.4.104,2.06703,-113939241,1,test,4009,11
1.3315,0.01,2000,2000,10.0.4.160,car[16],10.0.4.160,2.12032,30405358#1,1,test,4009,11
1.3315,0.01,2000,2000,10.0.4.216,car[17],10.0.4.216,2.12158,-3998615#1,1,test,4009,11
1.3315,0.01,2000,2000,10.0.5.16,car[18],10.0.5.16,2.05421,4006684,1,test,4009,11
1.339,0.01,2000,2000,10.0.1.88,car[1],10.0.1.88,2.14655,-4006683,1,test,4009,12
1.339,0.01,2000,2000,10.0.1.144,car[2],10.0.1.144,2.06723,4006683,1,test,4009,12
1.339,0.01,2000,2000,10.0.1.200,car[3],10.0.1.200,2.05137,-4006740,1,test,4009,12
1.339,0.01,2000,2000,10.0.2.0,car[4],10.0.2.0,2.03241,4900739#1,1,test,4009,12
1.339,0.01,2000,2000,10.0.2.56,car[5],10.0.2.56,1.98249,-29900565#0,1,test,4009,12
1.339,0.01,2000,2000,10.0.2.112,car[6],10.0.2.112,2.20259,4006702#2,1,test,4009,12
1.339,0.01,2000,2000,10.0.2.168,car[7],10.0.2.168,2.11871,25472299,1,test,4009,12
1.339,0.01,2000,2000,10.0.2.224,car[8],10.0.2.224,1.986,-5445204#2,1,test,4009,12
1.339,0.01,2000,2000,10.0.3.24,car[9],10.0.3.24,2.05049,4006691,1,test,4009,12
1.339,0.01,2000,2000,10.0.3.136,car[11],10.0.3.136,2.03206,37591481,1,test,4009,12
1.339,0.01,2000,2000,10.0.3.192,car[12],10.0.3.192,2.10951,4047378,1,test,4009,12
1.34,0.01,2000,2000,10.0.1.32,car[0],10.0.1.32,2.02077,30405358#0,1,test,4009,12
1.34,0.01,2000,2000,10.0.3.80,car[10],10.0.3.80,1.99744,4006705#1,1,test,4009,12
1.3415,0.01,2000,2000,10.0.3.248,car[13],10.0.3.248,1.95938,10425130,1,test,4009,12
1.3415,0.01,2000,2000,10.0.4.48,car[14],10.0.4.48,1.95328,-3998615#0,1,test,4009,12
1.3415,0.01,2000,2000,10.0.4.104,car[15],10.0.4.104,2.06703,-113939241,1,test,4009,12
1.3415,0.01,2000,2000,10.0.4.160,car[16],10.0.4.160,2.12032,30405358#1,1,test,4009,12
1.3415,0.01,2000,2000,10.0.4.216,car[17],10.0.4.216,2.12158,-3998615#1,1,test,4009,12
1.3415,0.01,2000,2000,10.0.5.16,car[18],10.0.5.16,2.05421,4006684,1,test,4009,12
1.349,0.01,2000,2000,10.0.1.88,car[1],10.0.1.88,2.14655,-4006683,1,test,4009,13
1.349,0.01,2000,2000,10.0.1.144,car[2],10.0.1.144,2.06723,4006683,1,test,4009,13
1.349,0.01,2000,2000,10.0.1.200,car[3],10.0.1.200,2.05137,-4006740,1,test,4009,13
1.349,0.01,2000,2000,10.0.2.0,car[4],10.0.2.0,2.03241,4900739#1,1,test,4009,13
1.349,0.01,2000,2000,10.0.2.56,car[5],10.0.2.56,1.98249,-29900565#0,1,test,4009,13
1.349,0.01,2000,2000,10.0.2.112,car[6],10.0.2.112,2.20259,4006702#2,1,test,4009,13
1.349,0.01,2000,2000,10.0.2.168,car[7],10.0.2.168,2.11871,25472299,1,test,4009,13
1.349,0.01,2000,2000,10.0.2.224,car[8],10.0.2.224,1.986,-5445204#2,1,test,4009,13
1.349,0.01,2000,2000,10.0.3.24,car[9],10.0.3.24,2.05049,4006691,1,test,4009,13
1.349,0.01,2000,2000,10.0.3.136,car[11],10.0.3.136,2.03206,37591481,1,test,4009,13
1.349,0.01,2000,2000,10.0.3.192,car[12],10.0.3.192,2.10951,4047378,1,test,4009,13
1.35,0.01,2000,2000,10.0.1.32,car[0],10.0.1.32,2.02077,30405358#0,1,test,4009,13
1.35,0.01,2000,2000,10.0.3.80,car[10],10.0.3.80,1.99744,4006705#1,1,test,4009,13
1.3515,0.01,2000,2000,10.0.3.248,car[13],10.0.3.248,1.95938,10425130,1,test,4009,13
1.3515,0.01,2000,2000,10.0.4.48,car[14],10.0.4.48,1.95328,-3998615#0,1,test,4009,13
1.3515,0.01,2000,2000,10.0.4.104,car[15],10.0.4.104,2.06703,-113939241,1,test,4009,13
1.3515,0.01,2000,2000,10.0.4.160,car[16],10.0.4.160,2.12032,30405358#1,1,test,4009,13
1.3515,0.01,2000,2000,10.0.4.216,car[17],10.0.4.216,2.12158,-3998615#1,1,test,4009,13
1.3515,0.01,2000,2000,10.0.5.16,car[18],10.0.5.16,2.05421,4006684,1,test,4009,13
1.359,0.01,2000,2000,10.0.1.88,car[1],10.0.1.88,2.14655,-4006683,1,test,4009,14
1.359,0.01,2000,2000,10.0.1.144,car[2],10.0.1.144,2.06723,4006683,1,test,4009,14
1.359,0.01,2000,2000,10.0.1.200,car[3],10.0.1.200,2.05137,-4006740,1,test,4009,14
1.359,0.01,2000,2000,10.0.2.0,car[4],10.0.2.0,2.03241,4900739#1,1,test,4009,14
1.359,0.01,2000,2000,10.0.2.56,car[5],10.0.2.56,1.98249,-29900565#0,1,test,4009,14
1.359,0.01,2000,2000,10.0.2.112,car[6],10.0.2.112,2.20259,4006702#2,1,test,4009,14
1.359,0.01,2000,2000,10.0.2.168,car[7],10.0.2.168,2.11871,25472299,1,test,4009,14
1.359,0.01,2000,2000,10.0.2.224,car[8],10.0.2.224,1.986,-5445204#2,1,test,4009,14
1.359,0.01,2000,2000,10.0.3.24,car[9],10.0.3.24,2.05049,4006691,1,test,4009,14
1.359,0.01,2000,2000,10.0.3.136,car[11],10.0.3.136,2.03206,37591481,1,test,4009,14
1.359,0.01,2000,2000,10.0.3.192,car[12],10.0.3.192,2.10951,4047378,1,test,4009,14
1.36,0.01,2000,2000,10.0.1.32,car[0],10.0.1.32,2.02077,30405358#0,1,test,4009,14
1.36,0.01,2000,2000,10.0.3.80,car[10],10.0.3.80,1.99744,4006705#1,1,test,4009,14
