timestamp,arrivalTime,ueAppAddress,ueAppPort,car,recv_packet_size(B),uplink_delay(s),Queueing_delay(s),processing_delay(s),idframe,nbSentMsg
1.2460046912,1.2460046912,10.0.3.80,4009,car[10],2000,0.0000016996,0,0.002,1,0
1.246502984,1.246502984,10.0.1.88,4009,car[1],2000,0.0000016996,0,0.002,2,1
1.2465046912,1.2465046912,10.0.2.56,4009,car[5],2000,0.0000016996,0,0.002,2,1
1.2465063984,1.2465063984,10.0.2.168,4009,car[7],2000,0.0000016996,0,0.002,2,1
1.247002984,1.247002984,10.0.1.200,4009,car[3],2000,0.0000016996,0,0.002,2,1
1.2470046912,1.2470046912,10.0.2.0,4009,car[4],2000,0.0000016996,0,0.002,2,1
1.247502984,1.247502984,10.0.3.136,4009,car[11],2000,0.0000016996,0,0.002,2,1
1.247503428,1.247503428,10.0.3.192,4009,car[12],2000,0.0004987292,0,0.002,2,1
1.248002984,1.248002984,10.0.2.112,4009,car[6],2000,0.0000016996,0,0.002,2,1
1.248502984,1.248502984,10.0.3.248,4009,car[13],2000,0.0000016996,0,0.002,2,1
1.2485046912,1.2485046912,10.0.5.16,4009,car[18],2000,0.0000016996,0,0.002,2,1
1.249002984,1.249002984,10.0.4.104,4009,car[15],2000,0.0000016996,0,0.002,2,1
1.2495010168,1.2495010168,10.0.3.24,4009,car[9],2000,0.0014980252,0,0.002,2,1
