timestamp,idFrame,downlink_delay(s),deviceSimbolicAppAddress_,speed,roadID,AppName,ueAppPort,nbRcvMsg, from,nb_neighbor
1.293,1,0.0024951224,car[1],traciVehicle->getSpeed(),-4006683,test,4009,121537869,car[18],4
1.293,1,0.002496772,car[2],traciVehicle->getSpeed(),4006683,test,4009,22,car[13],3
1.293,1,0.0024950648,car[2],traciVehicle->getSpeed(),4006683,test,4009,23,car[18],3
1.293,1,0.0024967144,car[5],traciVehicle->getSpeed(),-29900565#0,test,4009,-1431195186,car[13],4
1.293,1,0.0024966568,car[9],traciVehicle->getSpeed(),4006691,test,4009,29,car[13],4
1.293,6,0.0024965416,car[13],traciVehicle->getSpeed(),10425130,test,4009,34,pong,5
1.293,1,0.0024950072,car[13],traciVehicle->getSpeed(),10425130,test,4009,35,car[18],5
1.293,1,0.0024965992,car[18],traciVehicle->getSpeed(),4006684,test,4009,22,car[13],3
1.293,6,0.0024949496,car[18],traciVehicle->getSpeed(),4006684,test,4009,23,pong,3
1.2935,1,0.0024968296,car[11],traciVehicle->getSpeed(),37591481,test,4009,17,car[15],2
1.2935,6,0.002496772,car[15],traciVehicle->getSpeed(),-113939241,test,4009,11,pong,1
1.294,1,0.0024968296,car[8],traciVehicle->getSpeed(),-5445204#2,test,4009,10,car[16],1
1.294,6,0.002496772,car[16],traciVehicle->getSpeed(),30405358#1,test,4009,10,pong,1
1.2945,1,0.0024968296,car[6],traciVehicle->getSpeed(),4006702#2,test,4009,16,car[14],2
1.2945,1,0.002496772,car[12],traciVehicle->getSpeed(),4047378,test,4009,16,car[14],2
1.2945,6,0.0024966568,car[14],traciVehicle->getSpeed(),-3998615#0,test,4009,22,pong,3
1.2945,1,0.0024967144,car[17],traciVehicle->getSpeed(),-3998615#1,test,4009,-1073690250,car[14],3
1.295,6,0.0024968296,car[10],traciVehicle->getSpeed(),4006705#1,test,4009,5,pong,0
1.2955,6,0.002496772,car[8],traciVehicle->getSpeed(),-5445204#2,test,4009,11,pong,1
1.2955,1,0.0024968296,car[16],traciVehicle->getSpeed(),30405358#1,test,4009,11,car[8],1
1.296,1,0.0024968296,car[6],traciVehicle->getSpeed(),4006702#2,test,4009,17,car[17],2
1.296,1,0.002496772,car[12],traciVehicle->getSpeed(),4047378,test,4009,17,car[17],2
1.296,1,0.0024967144,car[14],traciVehicle->getSpeed(),-3998615#0,test,4009,23,car[17],3
1.296,6,0.0024966568,car[17],traciVehicle->getSpeed(),-3998615#1,test,4009,-1073690249,pong,3
1.297,6,0.0024987968,car[0],traciVehicle->getSpeed(),30405358#0,test,4009,5,pong,0
1.3005,7,0.0024965992,car[1],traciVehicle->getSpeed(),-4006683,test,4009,121537870,pong,4
1.3005,1,0.0024951224,car[1],traciVehicle->getSpeed(),-4006683,test,4009,121537871,car[2],4
1.3005,1,0.0024968296,car[2],traciVehicle->getSpeed(),4006683,test,4009,24,car[1],3
1.3005,7,0.0024949496,car[2],traciVehicle->getSpeed(),4006683,test,4009,25,pong,3
1.3005,1,0.0024934152,car[4],traciVehicle->getSpeed(),4900739#1,test,4009,1251184432,car[5],2
1.3005,7,0.0024931848,car[5],traciVehicle->getSpeed(),-29900565#0,test,4009,-1431195185,pong,4
1.3005,1,0.0024933576,car[7],traciVehicle->getSpeed(),25472299,test,4009,18,car[5],2
1.3005,1,0.0024933,car[9],traciVehicle->getSpeed(),4006691,test,4009,30,car[5],4
1.3005,1,0.002496772,car[11],traciVehicle->getSpeed(),37591481,test,4009,18,car[1],2
1.3005,1,0.0024967144,car[13],traciVehicle->getSpeed(),10425130,test,4009,36,car[1],5
1.3005,1,0.0024950648,car[13],traciVehicle->getSpeed(),10425130,test,4009,37,car[2],5
1.3005,1,0.0024932424,car[13],traciVehicle->getSpeed(),10425130,test,4009,38,car[5],5
1.3005,1,0.0024966568,car[18],traciVehicle->getSpeed(),4006684,test,4009,24,car[1],3
