timestamp,ueAppPort,destination,packet_size_to_send(B),payload_size_to_send(B), idFrame, distance, neig
1.238002984,4009,car[2],1,1,0,257.049,4
1.238002984,4009,car[11],1,1,0,490.205,4
1.238002984,4009,car[13],1,1,0,305.634,4
1.238002984,4009,car[18],1,1,0,61.9839,4
1.2380046912,4009,car[1],1,1,0,257.049,3
1.2380046912,4009,car[13],1,1,0,491.205,3
1.2380046912,4009,car[18],1,1,0,254.7,3
1.2380063984,4009,car[4],1,1,0,333.182,4
1.2380063984,4009,car[7],1,1,0,452.355,4
1.2380063984,4009,car[9],1,1,0,13.0384,4
1.2380063984,4009,car[13],1,1,0,451.886,4
1.2385059256,4009,car[5],1,1,0,452.355,2
1.2385059256,4009,car[9],1,1,0,454.582,2
1.2390010168,4009,car[5],1,1,0,333.182,2
1.2390010168,4009,car[9],1,1,0,346.144,2
1.2390046912,4009,car[14],1,1,0,438.649,2
1.2390046912,4009,car[17],1,1,0,484.823,2
1.239502984,4009,car[14],1,1,0,434.633,2
1.239502984,4009,car[17],1,1,0,486.695,2
1.239503428,4009,car[1],1,1,0,490.205,2
1.239503428,4009,car[15],1,1,0,214.457,2
1.240002984,4009,car[4],1,1,0,346.144,4
1.240002984,4009,car[5],1,1,0,13.0384,4
1.240002984,4009,car[7],1,1,0,454.582,4
1.240002984,4009,car[13],1,1,0,439.21,4
1.240502984,4009,car[1],1,1,0,305.634,5
1.240502984,4009,car[2],1,1,0,491.205,5
1.240502984,4009,car[5],1,1,0,451.886,5
1.240502984,4009,car[9],1,1,0,439.21,5
1.240502984,4009,car[18],1,1,0,261.599,5
1.2405046912,4009,car[1],1,1,0,61.9839,3
1.2405046912,4009,car[2],1,1,0,254.7,3
1.2405046912,4009,car[13],1,1,0,261.599,3
1.241002984,4009,car[8],1,1,0,444.649,1
1.2420010168,4009,car[6],1,1,0,434.633,3
1.2420010168,4009,car[12],1,1,0,438.649,3
1.2420010168,4009,car[17],1,1,0,111.83,3
1.243502984,4009,car[11],1,1,0,214.457,1
1.2440010168,4009,car[16],1,1,0,444.649,1
1.2440034568,4009,car[6],1,1,0,486.695,3
1.2440034568,4009,car[12],1,1,0,484.823,3
1.2440034568,4009,car[14],1,1,0,111.83,3
1.248002984,4009,car[1],1,1,0,257.049,3
1.248002984,4009,car[13],1,1,0,491.205,3
1.248002984,4009,car[18],1,1,0,254.7,3
1.248502984,4009,car[2],1,1,0,257.049,4
1.248502984,4009,car[11],1,1,0,490.205,4
1.248502984,4009,car[13],1,1,0,305.634,4
1.248502984,4009,car[18],1,1,0,61.9839,4
1.2485046912,4009,car[4],1,1,0,333.182,4
1.2485046912,4009,car[7],1,1,0,452.355,4
1.2485046912,4009,car[9],1,1,0,13.0384,4
1.2485046912,4009,car[13],1,1,0,451.886,4
1.2485063984,4009,car[5],1,1,0,452.355,2
1.2485063984,4009,car[9],1,1,0,454.582,2
1.2490046912,4009,car[5],1,1,0,333.182,2
1.2490046912,4009,car[9],1,1,0,346.144,2
1.249502984,4009,car[1],1,1,0,490.205,2
1.249502984,4009,car[15],1,1,0,214.457,2
1.249503428,4009,car[14],1,1,0,438.649,2
1.249503428,4009,car[17],1,1,0,484.823,2
1.250002984,4009,car[14],1,1,0,434.633,2
1.250002984,4009,car[17],1,1,0,486.695,2
1.250502984,4009,car[1],1,1,0,305.634,5
1.250502984,4009,car[2],1,1,0,491.205,5
1.250502984,4009,car[5],1,1,0,451.886,5
1.250502984,4009,car[9],1,1,0,439.21,5
1.250502984,4009,car[18],1,1,0,261.599,5
1.2505046912,4009,car[1],1,1,0,61.9839,3
1.2505046912,4009,car[2],1,1,0,254.7,3
1.2505046912,4009,car[13],1,1,0,261.599,3
1.251002984,4009,car[11],1,1,0,214.457,1
1.2515010168,4009,car[4],1,1,0,346.144,4
1.2515010168,4009,car[5],1,1,0,13.0384,4
1.2515010168,4009,car[7],1,1,0,454.582,4
1.2515010168,4009,car[13],1,1,0,439.21,4
1.252002984,4009,car[16],1,1,0,444.649,1
1.252502984,4009,car[6],1,1,0,434.633,3
1.252502984,4009,car[12],1,1,0,438.649,3
1.252502984,4009,car[17],1,1,0,111.83,3
1.253502984,4009,car[6],1,1,0,486.695,3
1.253502984,4009,car[12],1,1,0,484.823,3
1.253502984,4009,car[14],1,1,0,111.83,3
1.2545042184,4009,car[8],1,1,0,444.649,1
1.258002984,4009,car[2],1,1,0,257.049,4
1.258002984,4009,car[11],1,1,0,490.205,4
1.258002984,4009,car[13],1,1,0,305.634,4
1.258002984,4009,car[18],1,1,0,61.9839,4
1.2580046912,4009,car[1],1,1,0,257.049,3
1.2580046912,4009,car[13],1,1,0,491.205,3
1.2580046912,4009,car[18],1,1,0,254.7,3
1.2580063984,4009,car[4],1,1,0,333.182,4
1.2580063984,4009,car[7],1,1,0,452.355,4
1.2580063984,4009,car[9],1,1,0,13.0384,4
1.2580063984,4009,car[13],1,1,0,451.886,4
1.2585042184,4009,car[5],1,1,0,452.355,2
1.2585042184,4009,car[9],1,1,0,454.582,2
1.2590034568,4009,car[5],1,1,0,333.182,2
1.2590034568,4009,car[9],1,1,0,346.144,2
1.259502984,4009,car[1],1,1,0,490.205,2
1.259502984,4009,car[15],1,1,0,214.457,2
1.259503428,4009,car[14],1,1,0,438.649,2
1.259503428,4009,car[17],1,1,0,484.823,2
1.260002984,4009,car[14],1,1,0,434.633,2
1.260002984,4009,car[17],1,1,0,486.695,2
1.260502984,4009,car[1],1,1,0,305.634,5
1.260502984,4009,car[2],1,1,0,491.205,5
1.260502984,4009,car[5],1,1,0,451.886,5
1.260502984,4009,car[9],1,1,0,439.21,5
1.260502984,4009,car[18],1,1,0,261.599,5
1.2605046912,4009,car[1],1,1,0,61.9839,3
1.2605046912,4009,car[2],1,1,0,254.7,3
1.2605046912,4009,car[13],1,1,0,261.599,3
1.261002984,4009,car[11],1,1,0,214.457,1
1.2615010168,4009,car[4],1,1,0,346.144,4
1.2615010168,4009,car[5],1,1,0,13.0384,4
1.2615010168,4009,car[7],1,1,0,454.582,4
1.2615010168,4009,car[13],1,1,0,439.21,4
1.2615034568,4009,car[8],1,1,0,444.649,1
1.262002984,4009,car[16],1,1,0,444.649,1
1.263502984,4009,car[6],1,1,0,486.695,3
1.263502984,4009,car[12],1,1,0,484.823,3
1.263502984,4009,car[14],1,1,0,111.83,3
1.268002984,4009,car[1],1,1,0,257.049,3
1.268002984,4009,car[13],1,1,0,491.205,3
1.268002984,4009,car[18],1,1,0,254.7,3
1.2680046912,4009,car[6],1,1,0,434.633,3
1.2680046912,4009,car[12],1,1,0,438.649,3
1.2680046912,4009,car[17],1,1,0,111.83,3
1.268502984,4009,car[2],1,1,0,257.049,4
1.268502984,4009,car[11],1,1,0,490.205,4
1.268502984,4009,car[13],1,1,0,305.634,4
1.268502984,4009,car[18],1,1,0,61.9839,4
1.2685059256,4009,car[4],1,1,0,333.182,4
1.2685059256,4009,car[7],1,1,0,452.355,4
1.2685059256,4009,car[9],1,1,0,13.0384,4
1.2685059256,4009,car[13],1,1,0,451.886,4
1.2685076328,4009,car[5],1,1,0,452.355,2
1.2685076328,4009,car[9],1,1,0,454.582,2
1.2690034568,4009,car[5],1,1,0,333.182,2
1.2690034568,4009,car[9],1,1,0,346.144,2
1.269502984,4009,car[1],1,1,0,490.205,2
1.269502984,4009,car[15],1,1,0,214.457,2
1.270002984,4009,car[14],1,1,0,434.633,2
1.270002984,4009,car[17],1,1,0,486.695,2
1.270502984,4009,car[1],1,1,0,305.634,5
1.270502984,4009,car[2],1,1,0,491.205,5
1.270502984,4009,car[5],1,1,0,451.886,5
1.270502984,4009,car[9],1,1,0,439.21,5
1.270502984,4009,car[18],1,1,0,261.599,5
1.2705046912,4009,car[1],1,1,0,61.9839,3
1.2705046912,4009,car[2],1,1,0,254.7,3
1.2705046912,4009,car[13],1,1,0,261.599,3
1.271002984,4009,car[11],1,1,0,214.457,1
1.2715010168,4009,car[4],1,1,0,346.144,4
1.2715010168,4009,car[5],1,1,0,13.0384,4
1.2715010168,4009,car[7],1,1,0,454.582,4
1.2715010168,4009,car[13],1,1,0,439.21,4
1.2715034568,4009,car[8],1,1,0,444.649,1
1.272002984,4009,car[16],1,1,0,444.649,1
1.2720046912,4009,car[14],1,1,0,438.649,2
1.2720046912,4009,car[17],1,1,0,484.823,2
1.272502984,4009,car[6],1,1,0,434.633,3
1.272502984,4009,car[12],1,1,0,438.649,3
1.272502984,4009,car[17],1,1,0,111.83,3
1.273502984,4009,car[6],1,1,0,486.695,3
1.273502984,4009,car[12],1,1,0,484.823,3
1.273502984,4009,car[14],1,1,0,111.83,3
1.278002984,4009,car[2],1,1,0,257.049,4
1.278002984,4009,car[11],1,1,0,490.205,4
1.278002984,4009,car[13],1,1,0,305.634,4
1.278002984,4009,car[18],1,1,0,61.9839,4
1.2780046912,4009,car[1],1,1,0,257.049,3
1.2780046912,4009,car[13],1,1,0,491.205,3
1.2780046912,4009,car[18],1,1,0,254.7,3
1.2780063984,4009,car[4],1,1,0,333.182,4
1.2780063984,4009,car[7],1,1,0,452.355,4
1.2780063984,4009,car[9],1,1,0,13.0384,4
1.2780063984,4009,car[13],1,1,0,451.886,4
1.2785059256,4009,car[5],1,1,0,452.355,2
1.2785059256,4009,car[9],1,1,0,454.582,2
1.2790010168,4009,car[5],1,1,0,333.182,2
1.2790010168,4009,car[9],1,1,0,346.144,2
1.2790046912,4009,car[14],1,1,0,438.649,2
1.2790046912,4009,car[17],1,1,0,484.823,2
1.279502984,4009,car[14],1,1,0,434.633,2
1.279502984,4009,car[17],1,1,0,486.695,2
1.279503428,4009,car[1],1,1,0,490.205,2
1.279503428,4009,car[15],1,1,0,214.457,2
1.2800042184,4009,car[4],1,1,0,346.144,4
1.2800042184,4009,car[5],1,1,0,13.0384,4
1.2800042184,4009,car[7],1,1,0,454.582,4
1.2800042184,4009,car[13],1,1,0,439.21,4
1.280502984,4009,car[1],1,1,0,305.634,5
1.280502984,4009,car[2],1,1,0,491.205,5
1.280502984,4009,car[5],1,1,0,451.886,5
1.280502984,4009,car[9],1,1,0,439.21,5
1.280502984,4009,car[18],1,1,0,261.599,5
1.2805046912,4009,car[1],1,1,0,61.9839,3
1.2805046912,4009,car[2],1,1,0,254.7,3
1.2805046912,4009,car[13],1,1,0,261.599,3
1.281002984,4009,car[11],1,1,0,214.457,1
1.2815010168,4009,car[16],1,1,0,444.649,1
1.2815034568,4009,car[8],1,1,0,444.649,1
1.282002984,4009,car[6],1,1,0,434.633,3
1.282002984,4009,car[12],1,1,0,438.649,3
1.282002984,4009,car[17],1,1,0,111.83,3
1.283502984,4009,car[6],1,1,0,486.695,3
1.283502984,4009,car[12],1,1,0,484.823,3
1.283502984,4009,car[14],1,1,0,111.83,3
1.288002984,4009,car[2],1,1,0,257.049,4
1.288002984,4009,car[11],1,1,0,490.205,4
1.288002984,4009,car[13],1,1,0,305.634,4
1.288002984,4009,car[18],1,1,0,61.9839,4
1.2880046912,4009,car[1],1,1,0,257.049,3
1.2880046912,4009,car[13],1,1,0,491.205,3
1.2880046912,4009,car[18],1,1,0,254.7,3
1.2880063984,4009,car[4],1,1,0,333.182,4
1.2880063984,4009,car[7],1,1,0,452.355,4
1.2880063984,4009,car[9],1,1,0,13.0384,4
1.2880063984,4009,car[13],1,1,0,451.886,4
1.2885059256,4009,car[5],1,1,0,452.355,2
1.2885059256,4009,car[9],1,1,0,454.582,2
1.2890010168,4009,car[5],1,1,0,333.182,2
1.2890010168,4009,car[9],1,1,0,346.144,2
1.2890046912,4009,car[14],1,1,0,438.649,2
1.2890046912,4009,car[17],1,1,0,484.823,2
1.289502984,4009,car[14],1,1,0,434.633,2
1.289502984,4009,car[17],1,1,0,486.695,2
1.289503428,4009,car[1],1,1,0,490.205,2
1.289503428,4009,car[15],1,1,0,214.457,2
1.290002984,4009,car[4],1,1,0,346.144,4
1.290002984,4009,car[5],1,1,0,13.0384,4
1.290002984,4009,car[7],1,1,0,454.582,4
1.290002984,4009,car[13],1,1,0,439.21,4
1.290502984,4009,car[1],1,1,0,305.634,5
1.290502984,4009,car[2],1,1,0,491.205,5
1.290502984,4009,car[5],1,1,0,451.886,5
1.290502984,4009,car[9],1,1,0,439.21,5
1.290502984,4009,car[18],1,1,0,261.599,5
1.2905046912,4009,car[1],1,1,0,61.9839,3
1.2905046912,4009,car[2],1,1,0,254.7,3
1.2905046912,4009,car[13],1,1,0,261.599,3
1.291002984,4009,car[11],1,1,0,214.457,1
1.291502984,4009,car[8],1,1,0,444.649,1
1.292002984,4009,car[6],1,1,0,434.633,3
1.292002984,4009,car[12],1,1,0,438.649,3
1.292002984,4009,car[17],1,1,0,111.83,3
1.293002984,4009,car[16],1,1,0,444.649,1
1.293502984,4009,car[6],1,1,0,486.695,3
1.293502984,4009,car[12],1,1,0,484.823,3
1.293502984,4009,car[14],1,1,0,111.83,3
1.298002984,4009,car[2],1,1,0,257.049,4
1.298002984,4009,car[11],1,1,0,490.205,4
1.298002984,4009,car[13],1,1,0,305.634,4
1.298002984,4009,car[18],1,1,0,61.9839,4
1.2980046912,4009,car[1],1,1,0,257.049,3
1.2980046912,4009,car[13],1,1,0,491.205,3
1.2980046912,4009,car[18],1,1,0,254.7,3
1.2980063984,4009,car[4],1,1,0,333.182,4
