timestamp,idFrame,downlink_delay(s),deviceSimbolicAppAddress_,speed,roadID,AppName,ueAppPort,nbRcvMsg, from,nb_neighbor
1.2405,1,0.0024963688,car[1],traciVehicle->getSpeed(),-4006683,test,4009,-1505796980,pong,8
1.2405,1,0.0024951224,car[1],traciVehicle->getSpeed(),-4006683,test,4009,-1505796979,car[2],8
1.2405,1,0.0024934152,car[1],traciVehicle->getSpeed(),-4006683,test,4009,-1505796978,car[5],8
1.2405,1,0.0024968296,car[2],traciVehicle->getSpeed(),4006683,test,4009,1404709376,car[1],8
1.2405,1,0.0024946616,car[2],traciVehicle->getSpeed(),4006683,test,4009,1404709377,pong,8
1.2405,1,0.0024933576,car[2],traciVehicle->getSpeed(),4006683,test,4009,1404709378,car[5],8
1.2405,1,0.0024950648,car[3],traciVehicle->getSpeed(),-4006740,test,4009,1403029184,car[2],2
1.2405,1,0.0024933,car[4],traciVehicle->getSpeed(),4900739#1,test,4009,1251184414,car[5],4
1.2405,1,0.002496772,car[5],traciVehicle->getSpeed(),-29900565#0,test,4009,-1531453713,car[1],8
1.2405,1,0.0024950072,car[5],traciVehicle->getSpeed(),-29900565#0,test,4009,-1531453712,car[2],8
1.2405,1,0.0024929544,car[5],traciVehicle->getSpeed(),-29900565#0,test,4009,-1531453711,pong,8
1.2405,1,0.0024967144,car[7],traciVehicle->getSpeed(),25472299,test,4009,0,car[1],8
1.2405,1,0.0024949496,car[7],traciVehicle->getSpeed(),25472299,test,4009,1,car[2],8
1.2405,1,0.0024932424,car[7],traciVehicle->getSpeed(),25472299,test,4009,2,car[5],8
1.2405,1,0.0024931848,car[8],traciVehicle->getSpeed(),-5445204#2,test,4009,0,car[5],4
1.2405,1,0.0024966568,car[9],traciVehicle->getSpeed(),4006691,test,4009,0,car[1],8
1.2405,1,0.002494892,car[9],traciVehicle->getSpeed(),4006691,test,4009,1,car[2],8
1.2405,1,0.0024931272,car[9],traciVehicle->getSpeed(),4006691,test,4009,2,car[5],8
1.2405,1,0.0024965992,car[11],traciVehicle->getSpeed(),37591481,test,4009,0,car[1],5
1.2405,1,0.0024948344,car[11],traciVehicle->getSpeed(),37591481,test,4009,1,car[2],5
1.2405,1,0.0024965416,car[13],traciVehicle->getSpeed(),10425130,test,4009,0,car[1],8
1.2405,1,0.0024947768,car[13],traciVehicle->getSpeed(),10425130,test,4009,1,car[2],8
1.2405,1,0.0024930696,car[13],traciVehicle->getSpeed(),10425130,test,4009,2,car[5],8
1.2405,1,0.002496484,car[15],traciVehicle->getSpeed(),-113939241,test,4009,0,car[1],4
1.2405,1,0.0024964264,car[18],traciVehicle->getSpeed(),4006684,test,4009,0,car[1],8
1.2405,1,0.0024947192,car[18],traciVehicle->getSpeed(),4006684,test,4009,1,car[2],8
1.2405,1,0.002493012,car[18],traciVehicle->getSpeed(),4006684,test,4009,2,car[5],8
1.241,1,0.002493888,car[1],traciVehicle->getSpeed(),-4006683,test,4009,-1505796977,car[7],8
1.241,1,0.0024968296,car[2],traciVehicle->getSpeed(),4006683,test,4009,1404709379,car[3],8
1.241,1,0.0024938304,car[2],traciVehicle->getSpeed(),4006683,test,4009,1404709380,car[7],8
1.241,1,0.0024967144,car[3],traciVehicle->getSpeed(),-4006740,test,4009,1403029185,pong,2
1.241,1,0.0024937728,car[4],traciVehicle->getSpeed(),4900739#1,test,4009,1251184415,car[7],4
1.241,1,0.0024937152,car[5],traciVehicle->getSpeed(),-29900565#0,test,4009,-1531453710,car[7],8
1.241,1,0.0024934272,car[7],traciVehicle->getSpeed(),25472299,test,4009,3,pong,8
1.241,1,0.0024936576,car[9],traciVehicle->getSpeed(),4006691,test,4009,3,car[7],8
1.241,1,0.002496772,car[12],traciVehicle->getSpeed(),4047378,test,4009,0,car[3],3
1.241,1,0.0024936,car[14],traciVehicle->getSpeed(),-3998615#0,test,4009,0,car[7],4
1.241,1,0.0024935424,car[17],traciVehicle->getSpeed(),-3998615#1,test,4009,1439169184,car[7],4
1.241,1,0.0024934848,car[18],traciVehicle->getSpeed(),4006684,test,4009,3,car[7],8
1.2415,1,0.0024951224,car[3],traciVehicle->getSpeed(),-4006740,test,4009,1403029186,car[12],2
1.2415,1,0.0024985664,car[4],traciVehicle->getSpeed(),4900739#1,test,4009,1251184416,pong,4
1.2415,1,0.0024987968,car[5],traciVehicle->getSpeed(),-29900565#0,test,4009,-1531453709,car[4],8
1.2415,1,0.0024987392,car[7],traciVehicle->getSpeed(),25472299,test,4009,4,car[4],8
1.2415,1,0.0024986816,car[9],traciVehicle->getSpeed(),4006691,test,4009,4,car[4],8
1.2415,1,0.0024949496,car[12],traciVehicle->getSpeed(),4047378,test,4009,1,pong,3
1.2415,1,0.0024950648,car[14],traciVehicle->getSpeed(),-3998615#0,test,4009,1,car[12],4
1.2415,1,0.002498624,car[16],traciVehicle->getSpeed(),30405358#1,test,4009,0,car[4],2
1.2415,1,0.0024950072,car[17],traciVehicle->getSpeed(),-3998615#1,test,4009,1439169185,car[12],4
1.242,1,0.0024963856,car[1],traciVehicle->getSpeed(),-4006683,test,4009,-1505796976,car[11],8
1.242,1,0.002496328,car[2],traciVehicle->getSpeed(),4006683,test,4009,1404709381,car[11],8
1.242,1,0.0024966568,car[6],traciVehicle->getSpeed(),4006702#2,test,4009,-1431195215,pong,3
1.242,1,0.0024968296,car[10],traciVehicle->getSpeed(),4006705#1,test,4009,0,car[6],1
1.242,1,0.0024960976,car[11],traciVehicle->getSpeed(),37591481,test,4009,2,pong,5
1.242,1,0.0024962704,car[13],traciVehicle->getSpeed(),10425130,test,4009,3,car[11],8
1.242,1,0.002496772,car[14],traciVehicle->getSpeed(),-3998615#0,test,4009,2,car[6],4
1.242,1,0.0024962128,car[15],traciVehicle->getSpeed(),-113939241,test,4009,1,car[11],4
1.242,1,0.0024967144,car[17],traciVehicle->getSpeed(),-3998615#1,test,4009,1439169186,car[6],4
1.242,1,0.0024961552,car[18],traciVehicle->getSpeed(),4006684,test,4009,4,car[11],8
1.2425,1,0.0024968296,car[1],traciVehicle->getSpeed(),-4006683,test,4009,-1505796975,car[9],8
1.2425,1,0.002496772,car[2],traciVehicle->getSpeed(),4006683,test,4009,1404709382,car[9],8
